filename,label,ipd_px,left_eye_open,right_eye_open,eye_aperture_asymmetry,eye_aperture_ratio,mouth_corner_height_diff,mouth_left_deviation,mouth_right_deviation,mouth_deviation_asymmetry,left_brow_height,right_brow_height,brow_height_asymmetry,brow_height_ratio,mouth_width,mouth_angle,eye_angle,left_eye_width,right_eye_width,eye_width_asymmetry
27/2811,SlightPalsy,71.724,0.1258,0.0926,0.0332,0.736,0.0862,0.3168,0.4615,0.1447,0.3626,0.3874,0.0248,0.9361,0.7831,6.3193,0.2903,0.4223,0.4346,0.0123
27/2816,SlightPalsy,72.174,0.1394,0.1184,0.0211,0.8488,0.0757,0.3007,0.4439,0.1432,0.355,0.373,0.018,0.9518,0.7485,5.8063,0.2877,0.4245,0.4344,0.0098
27/2821,SlightPalsy,71.459,0.1462,0.1255,0.0207,0.8581,0.1016,0.3278,0.4624,0.1345,0.3512,0.3813,0.0301,0.9211,0.7967,7.3263,0.7679,0.4226,0.4346,0.0121
27/2826,SlightPalsy,71.268,0.1536,0.1292,0.0244,0.841,0.1386,0.327,0.4828,0.1558,0.3531,0.3757,0.0227,0.9397,0.8215,9.7102,0.2032,0.4225,0.4292,0.0068
27/2831,SlightPalsy,71.944,0.1501,0.1268,0.0233,0.8448,0.1227,0.3335,0.4788,0.1453,0.3512,0.3785,0.0273,0.9279,0.8214,8.5896,0.8624,0.4286,0.4349,0.0064
27/2836,SlightPalsy,71.523,0.1219,0.0813,0.0406,0.667,0.1411,0.3214,0.5088,0.1874,0.3653,0.3836,0.0183,0.9522,0.8422,9.6465,0.0754,0.4257,0.4344,0.0088
27/2841,SlightPalsy,71.774,0.1407,0.117,0.0238,0.8311,0.1331,0.3273,0.5109,0.1835,0.3608,0.3756,0.0148,0.9607,0.8487,9.0252,0.1825,0.4275,0.4331,0.0057
27/2846,SlightPalsy,71.789,0.1002,0.0199,0.0803,0.1983,0.1712,0.3087,0.532,0.2233,0.3692,0.4011,0.0319,0.9204,0.858,11.507,0.3436,0.4265,0.4653,0.0388
27/2851,SlightPalsy,72.416,0.0886,0.0145,0.0741,0.164,0.1555,0.3311,0.5262,0.1951,0.3628,0.3756,0.0129,0.9658,0.8713,10.2821,0.0626,0.4276,0.4623,0.0348
27/2856,SlightPalsy,71.729,0.0994,0.0361,0.0633,0.3631,0.1367,0.3271,0.5031,0.176,0.3658,0.3611,0.0046,0.9873,0.8414,9.3489,0.4133,0.4248,0.4476,0.0228
27/286,SlightPalsy,70.654,0.1177,0.0705,0.0472,0.5989,0.1001,0.3384,0.484,0.1456,0.3535,0.3513,0.0022,0.9937,0.8285,6.9376,0.2433,0.4283,0.4414,0.0131
27/2861,SlightPalsy,71.652,0.1186,0.0669,0.0517,0.5643,0.1111,0.3343,0.4778,0.1436,0.3555,0.3572,0.0017,0.9954,0.8197,7.7907,0.152,0.4219,0.4374,0.0155
27/2866,SlightPalsy,71.582,0.143,0.1157,0.0273,0.8093,0.1052,0.315,0.4781,0.1631,0.358,0.3723,0.0143,0.9616,0.8001,7.5528,0.1375,0.4231,0.4257,0.0027
27/2871,SlightPalsy,71.214,0.1471,0.12,0.0271,0.8157,0.115,0.3204,0.4626,0.1422,0.3558,0.3731,0.0173,0.9536,0.7914,8.3537,0.51,0.4179,0.4295,0.0116
27/2876,SlightPalsy,71.666,0.0943,0.0112,0.0831,0.1191,0.1453,0.3197,0.4954,0.1756,0.3685,0.389,0.0204,0.9474,0.8279,10.1056,0.3248,0.4216,0.4616,0.04
27/2881,SlightPalsy,71.486,0.1221,0.0718,0.0504,0.5876,0.1192,0.341,0.5092,0.1681,0.3586,0.3732,0.0147,0.9607,0.8585,7.9786,0.1625,0.4248,0.4422,0.0174
27/2886,SlightPalsy,71.08,0.1523,0.1243,0.0279,0.8165,0.1381,0.3362,0.5032,0.1669,0.3646,0.3792,0.0146,0.9615,0.8507,9.3418,0.2665,0.4296,0.436,0.0064
27/2891,SlightPalsy,71.46,0.1544,0.1321,0.0223,0.8555,0.1078,0.3356,0.4785,0.1429,0.3659,0.3836,0.0178,0.9537,0.8212,7.5458,0.2565,0.4265,0.4342,0.0077
27/2896,SlightPalsy,72.187,0.1508,0.1305,0.0202,0.8657,0.097,0.3173,0.4235,0.1062,0.3694,0.4042,0.0349,0.9138,0.7471,7.4577,0.4029,0.4323,0.4349,0.0026
27/2901,SlightPalsy,72.898,0.1565,0.14,0.0165,0.8947,0.1107,0.3227,0.4248,0.102,0.3684,0.3956,0.0272,0.9312,0.7557,8.4258,0.2171,0.4282,0.43,0.0018
27/2906,SlightPalsy,72.403,0.1557,0.1412,0.0145,0.9067,0.1015,0.3372,0.4434,0.1062,0.3707,0.4067,0.036,0.9115,0.7872,7.4087,0.5153,0.4364,0.4343,0.0021
27/291,SlightPalsy,70.961,0.1357,0.1287,0.007,0.9485,0.0463,0.3708,0.4501,0.0792,0.3504,0.3604,0.01,0.9722,0.8222,3.2279,0.768,0.425,0.4371,0.0121
27/2911,SlightPalsy,72.619,0.1617,0.1475,0.0142,0.912,0.0788,0.3323,0.4127,0.0804,0.3648,0.413,0.0483,0.8832,0.7492,6.0356,0.8385,0.4341,0.4303,0.0037
27/2916,SlightPalsy,72.529,0.1303,0.113,0.0173,0.8671,0.0707,0.3289,0.3818,0.0529,0.3975,0.46,0.0625,0.8642,0.7142,5.6823,0.1594,0.4331,0.4183,0.0148
27/2921,SlightPalsy,73.378,0.1352,0.1229,0.0123,0.9089,0.0705,0.3725,0.3626,0.0099,0.3812,0.4361,0.0548,0.8742,0.7385,5.481,0.391,0.4425,0.4171,0.0254
27/2926,SlightPalsy,72.963,0.1432,0.1327,0.0105,0.9267,0.1052,0.3769,0.3968,0.02,0.3646,0.4033,0.0387,0.9041,0.7808,7.7405,0.4468,0.4404,0.4172,0.0232
27/2931,SlightPalsy,72.952,0.1469,0.1315,0.0154,0.8954,0.0995,0.3653,0.3798,0.0146,0.362,0.3885,0.0264,0.932,0.7517,7.6032,0.4545,0.4434,0.4187,0.0247
27/2936,SlightPalsy,72.517,0.1459,0.1257,0.0202,0.8614,0.1111,0.3649,0.4063,0.0413,0.3679,0.3956,0.0277,0.9299,0.7792,8.2006,0.6442,0.4411,0.4103,0.0308
27/2941,SlightPalsy,70.458,0.1091,0.0266,0.0825,0.2435,0.1274,0.3536,0.4609,0.1074,0.3915,0.4153,0.0237,0.9428,0.8244,8.8924,0.0589,0.4468,0.448,0.0012
27/2946,SlightPalsy,71.11,0.1536,0.1228,0.0308,0.7996,0.1354,0.3641,0.4593,0.0952,0.3797,0.4045,0.0247,0.9388,0.8345,9.3389,0.2187,0.445,0.4255,0.0195
27/2951,SlightPalsy,72.131,0.1524,0.1325,0.0199,0.8695,0.147,0.3643,0.4526,0.0883,0.3644,0.4001,0.0356,0.911,0.83,10.2029,0.6087,0.4368,0.4226,0.0142
27/2956,SlightPalsy,72.44,0.1544,0.1366,0.0179,0.8843,0.1286,0.3625,0.4686,0.1061,0.3652,0.3945,0.0293,0.9258,0.841,8.797,0.4204,0.4363,0.4307,0.0056
27/296,SlightPalsy,70.984,0.1328,0.1272,0.0057,0.9572,0.0449,0.3496,0.4508,0.1011,0.3497,0.3585,0.0088,0.9755,0.8016,3.2078,0.0566,0.4225,0.4359,0.0134
27/2961,SlightPalsy,72.402,0.1654,0.1381,0.0273,0.8348,0.1548,0.3566,0.4677,0.111,0.3633,0.3868,0.0235,0.9393,0.8387,10.6353,0.6219,0.4343,0.4308,0.0035
27/2966,SlightPalsy,72.203,0.1612,0.1388,0.0224,0.861,0.1329,0.36,0.4646,0.1045,0.3601,0.3869,0.0268,0.9308,0.8352,9.1546,0.6136,0.4344,0.4294,0.005
27/2971,SlightPalsy,71.148,0.153,0.1374,0.0156,0.8983,0.0972,0.3642,0.4679,0.1037,0.3665,0.3935,0.027,0.9313,0.8377,6.6654,0.4415,0.4261,0.429,0.003
27/2976,SlightPalsy,71.228,0.1494,0.1365,0.0129,0.9134,0.095,0.3404,0.4524,0.112,0.3602,0.3929,0.0327,0.9168,0.7985,6.836,0.5886,0.4248,0.4295,0.0047
27/2981,SlightPalsy,70.636,0.1529,0.1354,0.0175,0.8853,0.0883,0.3396,0.4705,0.1309,0.3614,0.3929,0.0315,0.9198,0.8149,6.22,0.6383,0.4269,0.4296,0.0027
27/2986,SlightPalsy,68.717,0.1181,0.0579,0.0602,0.4904,0.1098,0.3158,0.4646,0.1488,0.3792,0.4121,0.0329,0.9202,0.7882,8.0094,0.5653,0.4174,0.4332,0.0159
27/2991,SlightPalsy,69.889,0.1345,0.1066,0.0279,0.7927,0.1091,0.3306,0.4981,0.1675,0.3655,0.3943,0.0289,0.9268,0.8359,7.4971,0.3512,0.4219,0.4277,0.0058
27/2996,SlightPalsy,71.066,0.1172,0.0305,0.0867,0.2604,0.1525,0.3148,0.5106,0.1957,0.3761,0.4005,0.0244,0.9391,0.8394,10.4681,0.261,0.4147,0.4441,0.0294
27/3001,SlightPalsy,71.156,0.1567,0.1269,0.0298,0.8099,0.1553,0.3216,0.5055,0.1838,0.3627,0.3849,0.0222,0.9423,0.8416,10.634,0.079,0.4227,0.4245,0.0019
27/3006,SlightPalsy,71.925,0.1506,0.1331,0.0175,0.8839,0.0996,0.2877,0.4723,0.1845,0.3586,0.3736,0.0151,0.9597,0.7665,7.465,0.2238,0.4348,0.4452,0.0104
27/301,SlightPalsy,70.881,0.1368,0.1276,0.0092,0.9327,0.0564,0.3338,0.4621,0.1282,0.3604,0.3604,0.0001,0.9998,0.7979,4.0512,0.1913,0.4242,0.4374,0.0133
27/3011,SlightPalsy,71.633,0.1574,0.1375,0.0199,0.8736,0.1251,0.3193,0.4886,0.1693,0.3555,0.3792,0.0236,0.9377,0.8176,8.8048,0.5694,0.4272,0.4388,0.0116
27/3016,SlightPalsy,71.859,0.1603,0.1367,0.0236,0.8528,0.1335,0.3212,0.4895,0.1683,0.3567,0.3737,0.017,0.9546,0.8215,9.3553,0.2983,0.4241,0.4358,0.0117
27/3021,SlightPalsy,71.83,0.1566,0.1385,0.0181,0.8847,0.0994,0.3292,0.4729,0.1437,0.351,0.3732,0.0222,0.9405,0.8082,7.0684,0.5337,0.4247,0.4388,0.014
27/3026,SlightPalsy,71.918,0.1554,0.1391,0.0163,0.8954,0.1145,0.3119,0.4642,0.1523,0.3463,0.3659,0.0196,0.9464,0.7845,8.3923,0.1314,0.4192,0.4324,0.0133
27/3031,SlightPalsy,71.728,0.1556,0.1374,0.0182,0.8829,0.1062,0.3231,0.4566,0.1334,0.3496,0.3709,0.0213,0.9425,0.7869,7.7593,0.4514,0.4222,0.4345,0.0123
27/3036,SlightPalsy,71.662,0.1488,0.1302,0.0187,0.8747,0.0998,0.2988,0.4187,0.1199,0.3525,0.3789,0.0265,0.9302,0.7243,7.9185,0.7171,0.4178,0.427,0.0092
27/3041,SlightPalsy,71.115,0.1542,0.129,0.0251,0.837,0.1214,0.3018,0.4753,0.1735,0.3601,0.3776,0.0174,0.9538,0.7865,8.8772,0.4366,0.4194,0.4269,0.0075
27/3046,SlightPalsy,71.219,0.1554,0.1323,0.0231,0.8513,0.1315,0.2987,0.4745,0.1758,0.354,0.3705,0.0164,0.9557,0.7842,9.6496,0.0684,0.4201,0.4317,0.0116
27/3051,SlightPalsy,72.038,0.1498,0.1305,0.0193,0.8711,0.1322,0.3127,0.5137,0.201,0.3499,0.3624,0.0125,0.9654,0.8369,9.0857,0.0334,0.4178,0.4325,0.0147
27/306,SlightPalsy,70.1,0.1384,0.1179,0.0205,0.8519,0.0913,0.3369,0.4885,0.1516,0.3812,0.3811,0.0001,0.9998,0.8304,6.3147,0.7489,0.4209,0.4356,0.0148
27/3061,SlightPalsy,70.916,0.1389,0.1114,0.0275,0.8017,0.1192,0.2896,0.4728,0.1833,0.3564,0.3692,0.0128,0.9653,0.7716,8.8874,0.0572,0.423,0.4317,0.0087
27/3066,SlightPalsy,70.871,0.1385,0.113,0.0256,0.8154,0.1087,0.3344,0.4958,0.1614,0.3571,0.3662,0.0091,0.9752,0.8373,7.4623,0.1266,0.4182,0.4311,0.0129
27/3071,SlightPalsy,71.692,0.1011,0.0169,0.0842,0.1669,0.1185,0.2845,0.5035,0.219,0.3677,0.3765,0.0087,0.9768,0.7969,8.5513,0.2061,0.4143,0.4513,0.037
27/3076,SlightPalsy,71.961,0.1238,0.108,0.0158,0.8722,0.0831,0.3059,0.4712,0.1654,0.3571,0.3702,0.0131,0.9647,0.7816,6.1066,0.3286,0.4174,0.4432,0.0258
27/31,SlightPalsy,66.784,0.1211,0.1352,0.0141,0.8956,0.0375,0.3823,0.4877,0.1054,0.3588,0.3726,0.0138,0.963,0.8708,2.4667,0.0447,0.4306,0.4506,0.02
27/311,SlightPalsy,69.53,0.1174,0.079,0.0384,0.673,0.0583,0.3633,0.4667,0.1034,0.413,0.4613,0.0483,0.8953,0.832,4.0147,0.6958,0.4339,0.4494,0.0155
27/316,SlightPalsy,71.328,0.1474,0.1347,0.0127,0.914,0.037,0.3804,0.4198,0.0395,0.4027,0.4531,0.0503,0.8889,0.8011,2.6499,1.0512,0.4293,0.4359,0.0066
27/321,SlightPalsy,71.21,0.1473,0.1387,0.0086,0.9415,0.0372,0.3281,0.3755,0.0474,0.396,0.4438,0.0479,0.8922,0.7047,3.0225,1.0751,0.4284,0.4407,0.0122
27/3256,SlightPalsy,69.182,0.135,0.1085,0.0265,0.8034,0.0933,0.3816,0.4207,0.0391,0.4115,0.4466,0.0351,0.9214,0.8077,6.6307,0.4335,0.4381,0.4168,0.0213
27/326,SlightPalsy,70.939,0.1446,0.1499,0.0053,0.9647,0.0325,0.3474,0.4481,0.1007,0.3879,0.4387,0.0509,0.8841,0.7962,2.3406,0.5072,0.418,0.4394,0.0214
27/3261,SlightPalsy,70.09,0.151,0.1234,0.0276,0.8171,0.0953,0.3597,0.441,0.0814,0.3864,0.3973,0.0109,0.9726,0.8064,6.7873,0.0436,0.4381,0.4245,0.0136
27/3266,SlightPalsy,69.66,0.1571,0.1337,0.0234,0.8511,0.0994,0.3669,0.4598,0.093,0.3653,0.3734,0.0081,0.9782,0.8327,6.856,0.064,0.4403,0.4297,0.0106
27/3271,SlightPalsy,69.636,0.1609,0.1395,0.0214,0.8672,0.1142,0.3509,0.4206,0.0697,0.369,0.3832,0.0142,0.963,0.7798,8.4217,0.2051,0.4453,0.4305,0.0148
27/3276,SlightPalsy,70.475,0.1598,0.1382,0.0215,0.8652,0.1025,0.365,0.3922,0.0272,0.3602,0.3743,0.0141,0.9624,0.7642,7.7105,0.4553,0.4485,0.4217,0.0268
27/3281,SlightPalsy,70.513,0.1522,0.129,0.0232,0.8473,0.1008,0.3672,0.3974,0.0302,0.3646,0.3793,0.0148,0.9611,0.7712,7.5071,0.5692,0.4437,0.4201,0.0237
27/3286,SlightPalsy,69.959,0.1497,0.1264,0.0233,0.8444,0.0995,0.3582,0.4049,0.0466,0.3738,0.3839,0.0101,0.9736,0.7696,7.4297,0.3698,0.4408,0.4242,0.0166
27/3291,SlightPalsy,68.283,0.1452,0.1156,0.0295,0.7966,0.1018,0.4091,0.4135,0.0045,0.3792,0.3864,0.0072,0.9813,0.8289,7.0522,0.1083,0.4451,0.4185,0.0265
27/3296,SlightPalsy,68.814,0.1508,0.1327,0.0181,0.8802,0.0812,0.401,0.3971,0.0038,0.3739,0.379,0.0052,0.9864,0.8022,5.8085,0.2536,0.4401,0.4197,0.0204
27/3301,SlightPalsy,68.203,0.1506,0.1394,0.0112,0.9254,0.0668,0.3826,0.4007,0.018,0.3717,0.3865,0.0149,0.9616,0.7861,4.8711,0.6949,0.4454,0.428,0.0174
27/3306,SlightPalsy,68.615,0.1492,0.1366,0.0126,0.9153,0.0858,0.3741,0.4231,0.049,0.3638,0.3753,0.0115,0.9694,0.8018,6.1445,0.4635,0.4372,0.4265,0.0107
27/331,SlightPalsy,71.157,0.1486,0.1504,0.0017,0.9886,0.0545,0.3511,0.4742,0.1231,0.3926,0.4387,0.0461,0.895,0.8271,3.7816,0.7521,0.4181,0.439,0.0209
27/3311,SlightPalsy,68.484,0.1545,0.1394,0.0152,0.9018,0.0868,0.366,0.4353,0.0693,0.355,0.3672,0.0122,0.9669,0.8059,6.186,0.1618,0.4423,0.4346,0.0077
27/3316,SlightPalsy,69.182,0.1552,0.1364,0.0188,0.879,0.093,0.3471,0.4418,0.0947,0.3553,0.3704,0.015,0.9595,0.7943,6.7225,0.1174,0.4394,0.4339,0.0055
27/3321,SlightPalsy,69.074,0.1564,0.1384,0.018,0.8849,0.0992,0.3451,0.4459,0.1008,0.3557,0.3732,0.0175,0.953,0.7972,7.1448,0.4762,0.4369,0.4344,0.0025
27/3331,SlightPalsy,69.638,0.1546,0.1385,0.016,0.8964,0.0831,0.3568,0.4669,0.11,0.3466,0.3663,0.0197,0.9463,0.8279,5.7631,0.9012,0.4304,0.4322,0.0018
27/3341,SlightPalsy,69.008,0.1532,0.1227,0.0305,0.801,0.1115,0.3551,0.4865,0.1314,0.3609,0.3719,0.011,0.9705,0.849,7.5448,0.1118,0.4295,0.4345,0.005
27/3346,SlightPalsy,69.118,0.1653,0.137,0.0283,0.829,0.1069,0.3545,0.4719,0.1174,0.3655,0.3766,0.0111,0.9705,0.8332,7.3704,0.433,0.4338,0.4339,0.0001
27/3351,SlightPalsy,68.658,0.1612,0.1363,0.0249,0.8453,0.0869,0.3529,0.4588,0.1059,0.3739,0.3781,0.0041,0.989,0.8163,6.1121,0.19,0.4279,0.4256,0.0023
27/3356,SlightPalsy,69.169,0.1204,0.0558,0.0645,0.4638,0.1292,0.3292,0.4784,0.1492,0.3661,0.3724,0.0063,0.9831,0.8179,9.088,0.1037,0.4294,0.4441,0.0147
27/336,SlightPalsy,71.502,0.1605,0.1564,0.0041,0.9744,0.0974,0.3603,0.4756,0.1153,0.3754,0.4105,0.0351,0.9144,0.8416,6.6485,0.7161,0.4245,0.4459,0.0214
27/3361,SlightPalsy,68.92,0.13,0.078,0.0521,0.5995,0.1551,0.3313,0.5181,0.1868,0.3548,0.36,0.0052,0.9856,0.8635,10.3492,0.2247,0.4332,0.4446,0.0114
27/3366,SlightPalsy,68.764,0.152,0.1225,0.0294,0.8063,0.1544,0.3355,0.5268,0.1914,0.3565,0.357,0.0005,0.9986,0.876,10.1546,0.1105,0.4275,0.4396,0.0121
27/3371,SlightPalsy,70.302,0.1525,0.1295,0.0231,0.8489,0.1171,0.3302,0.4636,0.1334,0.342,0.349,0.007,0.9798,0.8024,8.3878,0.952,0.4312,0.4389,0.0078
27/3376,SlightPalsy,70.554,0.1578,0.1345,0.0233,0.8523,0.1274,0.3273,0.4525,0.1252,0.3305,0.3268,0.0036,0.989,0.7901,9.2771,0.1163,0.4365,0.4393,0.0028
27/3381,SlightPalsy,70.695,0.163,0.1356,0.0274,0.8319,0.1644,0.3431,0.4937,0.1506,0.324,0.3233,0.0007,0.9977,0.8528,11.1189,0.3923,0.4362,0.4381,0.0019
27/3386,SlightPalsy,71.038,0.1578,0.1396,0.0181,0.8851,0.1226,0.3119,0.4538,0.1419,0.317,0.3218,0.0048,0.9852,0.7755,9.0955,0.0213,0.4306,0.4399,0.0093
27/3391,SlightPalsy,70.692,0.1568,0.1411,0.0157,0.8998,0.1135,0.3104,0.4397,0.1293,0.3153,0.3171,0.0019,0.9942,0.7586,8.604,0.2328,0.4295,0.4405,0.011
27/3396,SlightPalsy,70.714,0.16,0.1412,0.0187,0.8828,0.1199,0.3203,0.4498,0.1295,0.3157,0.3244,0.0087,0.9732,0.7794,8.8465,0.6714,0.4281,0.4362,0.0081
27/3401,SlightPalsy,70.859,0.1625,0.1447,0.0178,0.8902,0.1176,0.3198,0.455,0.1352,0.3178,0.3235,0.0057,0.9824,0.7837,8.6291,0.6173,0.4305,0.4395,0.009
27/341,SlightPalsy,72.283,0.158,0.1512,0.0068,0.957,0.0997,0.3694,0.4799,0.1106,0.3657,0.3971,0.0314,0.9209,0.8551,6.6939,0.3513,0.4257,0.4448,0.0191
27/3411,SlightPalsy,69.515,0.1446,0.1242,0.0204,0.8588,0.1084,0.3268,0.4605,0.1337,0.3386,0.3502,0.0116,0.967,0.7948,7.8377,0.2532,0.432,0.4385,0.0066
27/3421,SlightPalsy,70.735,0.1575,0.1398,0.0177,0.8877,0.0929,0.3225,0.4572,0.1348,0.3125,0.3198,0.0074,0.977,0.7852,6.7941,0.2886,0.4236,0.4406,0.017
27/3426,SlightPalsy,71.391,0.1579,0.1447,0.0131,0.9167,0.1063,0.3211,0.4595,0.1384,0.3082,0.3148,0.0065,0.9793,0.7879,7.7536,0.0599,0.4223,0.4365,0.0143
27/3431,SlightPalsy,71.577,0.1646,0.1498,0.0147,0.9104,0.1199,0.3204,0.4626,0.1422,0.2982,0.3032,0.005,0.9835,0.7921,8.705,0.1805,0.4145,0.4287,0.0142
27/3441,SlightPalsy,71.723,0.1672,0.1478,0.0194,0.8842,0.1301,0.3492,0.454,0.1048,0.2952,0.3011,0.006,0.9802,0.8136,9.199,0.4369,0.4214,0.4268,0.0054
27/3446,SlightPalsy,71.337,0.1741,0.1532,0.0209,0.8799,0.1322,0.3383,0.4727,0.1344,0.3069,0.3071,0.0002,0.9994,0.8217,9.2598,0.2169,0.4317,0.4354,0.0037
27/3451,SlightPalsy,71.053,0.1558,0.1327,0.0231,0.8519,0.1524,0.3182,0.4835,0.1652,0.3122,0.3161,0.0039,0.9875,0.816,10.7627,0.2645,0.4348,0.4347,0.0001
27/3456,SlightPalsy,70.984,0.1447,0.113,0.0317,0.7808,0.1496,0.3309,0.4832,0.1523,0.3186,0.3242,0.0056,0.9828,0.8278,10.4148,0.1666,0.4334,0.4337,0.0003
27/346,SlightPalsy,72.242,0.1572,0.1533,0.0039,0.9753,0.0796,0.3725,0.4814,0.1088,0.358,0.3932,0.0352,0.9105,0.8576,5.3236,0.9886,0.4281,0.4535,0.0253
27/3461,SlightPalsy,71.827,0.1566,0.1405,0.0161,0.8969,0.1207,0.3382,0.4754,0.1372,0.3127,0.308,0.0048,0.9848,0.8225,8.4353,0.6116,0.4349,0.4407,0.0057
27/3466,SlightPalsy,71.636,0.165,0.1487,0.0163,0.9014,0.1068,0.341,0.4683,0.1273,0.3058,0.3101,0.0043,0.9862,0.8163,7.5188,0.0374,0.4324,0.437,0.0046
27/3471,SlightPalsy,72.195,0.1633,0.1492,0.0141,0.9138,0.0974,0.3219,0.4437,0.1218,0.3026,0.3093,0.0067,0.9785,0.7718,7.2506,0.1174,0.4256,0.4314,0.0058
27/3476,SlightPalsy,71.72,0.1623,0.1456,0.0168,0.8968,0.0819,0.3081,0.4116,0.1035,0.3083,0.3176,0.0094,0.9705,0.7243,6.4893,0.2876,0.4329,0.435,0.0021
27/3481,SlightPalsy,71.656,0.1618,0.1478,0.014,0.9134,0.0709,0.2914,0.3977,0.1063,0.3194,0.3288,0.0094,0.9714,0.6928,5.8756,0.0232,0.4281,0.4299,0.0018
27/3486,SlightPalsy,71.367,0.1665,0.1515,0.015,0.91,0.0843,0.305,0.3991,0.0941,0.3184,0.3255,0.007,0.9784,0.7091,6.8298,0.2455,0.4362,0.4385,0.0023
27/3491,SlightPalsy,71.406,0.1656,0.1485,0.017,0.8971,0.1422,0.3194,0.4588,0.1394,0.3188,0.3146,0.0041,0.9871,0.7912,10.3546,0.5906,0.4309,0.434,0.0032
27/3496,SlightPalsy,70.677,0.1648,0.1478,0.017,0.8968,0.1296,0.3171,0.4971,0.18,0.3173,0.3178,0.0005,0.9984,0.8245,9.0429,0.0575,0.4217,0.4432,0.0215
27/3501,SlightPalsy,71.064,0.1709,0.1487,0.0221,0.8704,0.1319,0.3131,0.4916,0.1785,0.3184,0.3287,0.0102,0.9688,0.8153,9.3076,0.6192,0.4219,0.4344,0.0124
27/3506,SlightPalsy,71.231,0.1659,0.1455,0.0204,0.877,0.1342,0.3151,0.4864,0.1713,0.3137,0.3181,0.0045,0.9859,0.8126,9.5043,0.0582,0.4238,0.4389,0.0151
27/351,SlightPalsy,72.561,0.1541,0.1478,0.0063,0.9593,0.0744,0.372,0.4711,0.0991,0.3595,0.3924,0.0328,0.9163,0.8463,5.0424,0.7978,0.4273,0.4467,0.0194
27/3511,SlightPalsy,70.059,0.1059,0.0514,0.0544,0.486,0.1209,0.2934,0.4696,0.1763,0.3329,0.3351,0.0022,0.9935,0.7725,9.0025,0.4957,0.4249,0.4528,0.0279
27/3516,SlightPalsy,69.701,0.1199,0.0914,0.0285,0.7625,0.1314,0.3376,0.4927,0.1551,0.3442,0.3411,0.0032,0.9908,0.8406,8.994,0.1175,0.4266,0.4404,0.0138
27/3526,SlightPalsy,71.817,0.1499,0.1458,0.0041,0.9729,0.0635,0.2998,0.4019,0.102,0.3383,0.3899,0.0516,0.8676,0.7045,5.1714,0.5718,0.4332,0.4416,0.0084
27/3531,SlightPalsy,71.571,0.1534,0.149,0.0044,0.9714,0.0831,0.3218,0.3973,0.0756,0.363,0.4317,0.0687,0.8408,0.7239,6.5929,0.79,0.4274,0.4372,0.0098
27/3536,SlightPalsy,71.776,0.1526,0.1504,0.0023,0.9852,0.0839,0.3494,0.396,0.0466,0.3577,0.4335,0.0758,0.8252,0.75,6.4202,1.4351,0.424,0.4353,0.0113
27/3541,SlightPalsy,72.322,0.1636,0.1613,0.0024,0.9856,0.0721,0.3554,0.4135,0.0581,0.3655,0.4401,0.0746,0.8304,0.7723,5.3574,0.8713,0.4244,0.4411,0.0167
27/3546,SlightPalsy,72.386,0.1667,0.1685,0.0018,0.9893,0.0651,0.3565,0.4284,0.0719,0.3641,0.4382,0.0741,0.8309,0.7877,4.7417,0.6416,0.4254,0.4437,0.0183
27/3551,SlightPalsy,72.041,0.1619,0.1654,0.0035,0.979,0.0699,0.3596,0.4392,0.0796,0.3622,0.4416,0.0794,0.8201,0.8018,4.9982,0.8205,0.4231,0.4465,0.0233
27/3556,SlightPalsy,71.951,0.1662,0.1739,0.0077,0.9559,0.1024,0.3567,0.4326,0.0758,0.3636,0.4516,0.088,0.8051,0.7959,7.3939,0.8771,0.4295,0.452,0.0225
27/3561,SlightPalsy,72.255,0.164,0.1688,0.0049,0.9711,0.094,0.3599,0.4372,0.0773,0.3579,0.4458,0.0879,0.8029,0.8026,6.7262,1.1216,0.4256,0.4479,0.0223
27/3566,SlightPalsy,72.321,0.1555,0.1623,0.0067,0.9586,0.0807,0.3438,0.4143,0.0705,0.354,0.4336,0.0797,0.8162,0.7624,6.0749,0.8326,0.4207,0.4433,0.0226
27/3571,SlightPalsy,71.355,0.1579,0.1622,0.0043,0.9732,0.0813,0.35,0.4579,0.1079,0.3719,0.4562,0.0843,0.8152,0.812,5.7449,0.6779,0.4276,0.4564,0.0288
27/3576,SlightPalsy,71.423,0.1615,0.1624,0.0009,0.9944,0.0825,0.3441,0.4572,0.1131,0.3787,0.4597,0.081,0.8238,0.8055,5.8804,1.0166,0.4228,0.4496,0.0268
27/3581,SlightPalsy,71.576,0.1587,0.1611,0.0024,0.9853,0.0788,0.3499,0.4653,0.1154,0.3824,0.4605,0.0781,0.8304,0.8189,5.5203,1.1007,0.423,0.4509,0.0279
27/3586,SlightPalsy,71.654,0.1554,0.157,0.0016,0.9898,0.0826,0.3433,0.4731,0.1298,0.3817,0.4598,0.0781,0.8302,0.8206,5.7756,1.2707,0.4194,0.4473,0.0278
27/3591,SlightPalsy,71.422,0.1571,0.1586,0.0015,0.9908,0.0799,0.3505,0.4732,0.1227,0.3775,0.458,0.0804,0.8244,0.8276,5.5435,1.6648,0.4211,0.449,0.0279
27/3596,SlightPalsy,70.946,0.1024,0.0363,0.0661,0.3544,0.1332,0.3204,0.5075,0.1871,0.4079,0.4515,0.0436,0.9034,0.8385,9.1378,0.7732,0.4204,0.464,0.0435
